
item=Dwarf remains, id=0, option=[null, null, null, null, Destroy]
item=Premade t'd crunch, id=2244, option=[null, null, null, null, drop]
item=Odd batta, id=2245, option=[Eat, null, null, null, drop]
item=Odd batta, id=2246, option=[null, null, null, null, drop]
item=Burnt batta, id=2247, option=[Empty Tin, null, null, null, drop]
item=Burnt batta, id=2248, option=[null, null, null, null, drop]
item=Half baked batta, id=2249, option=[Prepare, null, null, null, drop]
item=Raw batta, id=2250, option=[null, null, null, null, drop]
item=Unfinished batta, id=2251, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2252, option=[null, null, null, null, drop]
item=Worm batta, id=2253, option=[Eat, null, null, null, drop]
item=Worm batta, id=2254, option=[null, null, null, null, drop]
item=Toad batta, id=2255, option=[Eat, null, null, null, drop]
item=Toad batta, id=2256, option=[null, null, null, null, drop]
item=Unfinished batta, id=2257, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2258, option=[null, null, null, null, drop]
item=Cheese+tom batta, id=2259, option=[Eat, null, null, null, drop]
item=Cheese+tom batta, id=2260, option=[null, null, null, null, drop]
item=Unfinished batta, id=2261, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2262, option=[null, null, null, null, drop]
item=Unfinished batta, id=2263, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2264, option=[null, null, null, null, drop]
item=Unfinished batta, id=2265, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2266, option=[null, null, null, null, drop]
item=Unfinished batta, id=2267, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2268, option=[null, null, null, null, drop]
item=Unfinished batta, id=2269, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2270, option=[null, null, null, null, drop]
item=Unfinished batta, id=2271, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2272, option=[null, null, null, null, drop]
item=Unfinished batta, id=2273, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2274, option=[null, null, null, null, drop]
item=Unfinished batta, id=2275, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2276, option=[null, null, null, null, drop]
item=Fruit batta, id=2277, option=[Eat, null, null, null, drop]
item=Fruit batta, id=2278, option=[null, null, null, null, drop]
item=Unfinished batta, id=2279, option=[Eat, null, null, null, drop]
item=Unfinished batta, id=2280, option=[null, null, null, null, drop]
item=Vegetable batta, id=2281, option=[Eat, null, null, null, drop]
item=Vegetable batta, id=2282, option=[null, null, null, null, drop]
item=Pizza base, id=2283, option=[null, null, null, null, drop]
item=Pizza base, id=2284, option=[null, null, null, null, drop]
item=Incomplete pizza, id=2285, option=[null, null, null, null, drop]
item=Incomplete pizza, id=2286, option=[null, null, null, null, drop]
item=Uncooked pizza, id=2287, option=[null, null, null, null, drop]
item=Uncooked pizza, id=2288, option=[null, null, null, null, drop]
item=Plain pizza, id=2289, option=[Eat, null, null, null, drop]
item=Plain pizza, id=2290, option=[null, null, null, null, drop]
item=1/2 plain pizza, id=2291, option=[Eat, null, null, null, drop]
item=1/2 plain pizza, id=2292, option=[null, null, null, null, drop]
item=Meat pizza, id=2293, option=[Eat, null, null, null, drop]
item=Meat pizza, id=2294, option=[null, null, null, null, drop]
item=1/2 meat pizza, id=2295, option=[Eat, null, null, null, drop]
item=1/2 meat pizza, id=2296, option=[null, null, null, null, drop]
item=Anchovy pizza, id=2297, option=[Eat, null, null, null, drop]
item=Anchovy pizza, id=2298, option=[null, null, null, null, drop]
item=1/2 anchovy pizza, id=2299, option=[Eat, null, null, null, drop]
item=1/2 anchovy pizza, id=2300, option=[null, null, null, null, drop]
item=Pineapple pizza, id=2301, option=[Eat, null, null, null, drop]
item=Pineapple pizza, id=2302, option=[null, null, null, null, drop]
item=1/2 p'apple pizza, id=2303, option=[Eat, null, null, null, drop]
item=1/2 p'apple pizza, id=2304, option=[null, null, null, null, drop]
item=Burnt pizza, id=2305, option=[null, null, null, null, drop]
item=Burnt pizza, id=2306, option=[null, null, null, null, drop]
item=Bread dough, id=2307, option=[null, null, null, null, drop]
item=Bread dough, id=2308, option=[null, null, null, null, drop]
item=Bread, id=2309, option=[Eat, null, null, null, drop]
item=Bread, id=2310, option=[null, null, null, null, drop]
item=Burnt bread, id=2311, option=[null, null, null, null, drop]
item=Burnt bread, id=2312, option=[null, null, null, null, drop]
item=Pie dish, id=2313, option=[null, null, null, null, drop]
item=Pie dish, id=2314, option=[null, null, null, null, drop]
item=Pie shell, id=2315, option=[null, null, null, null, drop]
item=Pie shell, id=2316, option=[null, null, null, null, drop]
item=Uncooked apple pie, id=2317, option=[null, null, null, null, drop]
item=Uncooked apple pie, id=2318, option=[null, null, null, null, drop]
item=Uncooked meat pie, id=2319, option=[null, null, null, null, drop]
item=Uncooked meat pie, id=2320, option=[null, null, null, null, drop]
item=Uncooked berry pie, id=2321, option=[null, null, null, null, drop]
item=Uncooked berry pie, id=2322, option=[null, null, null, null, drop]
item=Apple pie, id=2323, option=[Eat, null, null, null, drop]
item=Apple pie, id=2324, option=[null, null, null, null, drop]
item=Redberry pie, id=2325, option=[Eat, null, null, null, drop]
item=Redberry pie, id=2326, option=[null, null, null, null, drop]
item=Meat pie, id=2327, option=[Eat, null, null, null, drop]
item=Meat pie, id=2328, option=[null, null, null, null, drop]
item=Burnt pie, id=2329, option=[Empty Dish, null, null, null, drop]
item=Burnt pie, id=2330, option=[null, null, null, null, drop]
item=Half a meat pie, id=2331, option=[Eat, null, null, null, drop]
item=Half a meat pie, id=2332, option=[null, null, null, null, drop]
item=Half a redberry pie, id=2333, option=[Eat, null, null, null, drop]
item=Half a redberry pie, id=2334, option=[null, null, null, null, drop]
item=Half an apple pie, id=2335, option=[Eat, null, null, null, drop]
item=Half an apple pie, id=2336, option=[null, null, null, null, drop]
item=Raw oomlie, id=2337, option=[null, null, null, null, drop]
item=Raw oomlie, id=2338, option=[null, null, null, null, drop]
item=Palm leaf, id=2339, option=[null, null, null, null, drop]
item=Palm leaf, id=2340, option=[null, null, null, null, drop]
item=Wrapped oomlie, id=2341, option=[null, null, null, null, drop]
item=Wrapped oomlie, id=2342, option=[null, null, null, null, drop]
item=Cooked oomlie wrap, id=2343, option=[Eat, null, null, null, drop]
item=Cooked oomlie wrap, id=2344, option=[null, null, null, null, drop]
item=Burnt oomlie wrap, id=2345, option=[null, null, null, null, drop]
item=Burnt oomlie wrap, id=2346, option=[null, null, null, null, drop]
item=Hammer, id=2347, option=[null, null, null, null, drop]
item=Hammer, id=2348, option=[null, null, null, null, drop]
item=Bronze bar, id=2349, option=[null, null, null, null, drop]
item=Bronze bar, id=2350, option=[null, null, null, null, drop]
item=Iron bar, id=2351, option=[null, null, null, null, drop]
item=Iron bar, id=2352, option=[null, null, null, null, drop]
item=Steel bar, id=2353, option=[null, null, null, null, drop]
item=Steel bar, id=2354, option=[null, null, null, null, drop]
item=Silver bar, id=2355, option=[null, null, null, null, drop]
item=Silver bar, id=2356, option=[null, null, null, null, drop]
item=Gold bar, id=2357, option=[null, null, null, null, drop]
item=Gold bar, id=2358, option=[null, null, null, null, drop]
item=Mithril bar, id=2359, option=[null, null, null, null, drop]
item=Mithril bar, id=2360, option=[null, null, null, null, drop]
item=Adamantite bar, id=2361, option=[null, null, null, null, drop]
item=Adamantite bar, id=2362, option=[null, null, null, null, drop]
item=Runite bar, id=2363, option=[null, null, null, null, drop]
item=Runite bar, id=2364, option=[null, null, null, null, drop]
item='perfect' gold bar, id=2365, option=[null, null, null, null, drop]
item=Shield left half, id=2366, option=[null, null, null, null, drop]
item=Shield left half, id=2367, option=[null, null, null, null, drop]
item=Shield right half, id=2368, option=[null, null, null, null, drop]
item=Shield right half, id=2369, option=[null, null, null, null, drop]
item=Steel studs, id=2370, option=[null, null, null, null, drop]
item=Steel studs, id=2371, option=[null, null, null, null, drop]
item=Ogre relic, id=2372, option=[null, null, null, null, Destroy]
item=Relic part 1, id=2373, option=[null, null, null, null, Destroy]
item=Relic part 2, id=2374, option=[null, null, null, null, Destroy]
item=Relic part 3, id=2375, option=[null, null, null, null, Destroy]
item=Skavid map, id=2376, option=[Read, null, null, null, Destroy]
item=Ogre tooth, id=2377, option=[null, null, null, null, Destroy]
item=Toban's key, id=2378, option=[null, null, null, null, Destroy]
item=Rock cake, id=2379, option=[null, Eat, null, null, Destroy]
item=Crystal, id=2380, option=[null, null, null, null, Destroy]
item=Crystal, id=2381, option=[null, null, null, null, Destroy]
item=Crystal, id=2382, option=[null, null, null, null, Destroy]
item=Crystal, id=2383, option=[null, null, null, null, Destroy]
item=Fingernails, id=2384, option=[null, null, null, null, Destroy]
item=Old robe, id=2385, option=[null, null, null, null, drop]
item=Unusual armour, id=2386, option=[null, null, null, null, drop]
item=Damaged dagger, id=2387, option=[null, null, null, null, drop]
item=Tattered eye patch, id=2388, option=[null, null, null, null, drop]
item=Vial, id=2389, option=[null, null, null, null, Destroy]
item=Vial, id=2390, option=[null, null, null, null, Destroy]
item=Ground bat bones, id=2391, option=[null, null, null, null, drop]
item=Ground bat bones, id=2392, option=[null, null, null, null, drop]
item=Toban's gold, id=2393, option=[null, null, null, null, Destroy]
item=Potion, id=2394, option=[null, null, null, null, drop]
item=Magic ogre potion, id=2395, option=[null, null, null, null, drop]
item=Spell scroll, id=2396, option=[Read, null, null, null, drop]
item=Shaman robe, id=2397, option=[Search, null, null, null, drop]
item=Cave nightshade, id=2398, option=[null, null, null, Eat, drop]
item=Silverlight key, id=2399, option=[null, null, null, null, Destroy]
item=Silverlight key, id=2400, option=[null, null, null, null, Destroy]
item=Silverlight key, id=2401, option=[null, null, null, null, Destroy]
item=Silverlight, id=2402, option=[null, Wield, null, null, drop]
item=Hazeel scroll, id=2403, option=[null, null, null, null, drop]
item=Chest key, id=2404, option=[null, null, null, null, drop]
item=Carnillean armour, id=2405, option=[null, Wear, null, null, drop]
item=Hazeel's mark, id=2406, option=[null, Wear, null, null, drop]
item=Ball, id=2407, option=[null, null, null, null, drop]
item=Diary, id=2408, option=[Read, null, null, null, drop]
item=Door key, id=2409, option=[null, null, null, null, drop]
item=Magnet, id=2410, option=[null, null, null, null, drop]
item=Key, id=2411, option=[null, null, null, null, drop]
item=Saradomin cape, id=2412, option=[null, Wear, null, null, drop]
item=Guthix cape, id=2413, option=[null, Wear, null, null, drop]
item=Zamorak cape, id=2414, option=[null, Wear, null, null, drop]
item=Saradomin staff, id=2415, option=[null, Wield, null, null, drop]
item=Guthix staff, id=2416, option=[null, Wield, null, null, drop]
item=Zamorak staff, id=2417, option=[null, Wield, null, null, drop]
item=Bronze key, id=2418, option=[null, null, null, null, drop]
item=Wig, id=2419, option=[null, null, null, null, drop]
item=Brass monkey, id=2420, option=[Wear, null, null, null, drop]
item=Wig, id=2421, option=[null, null, null, null, drop]
item=Blue partyhat, id=2422, option=[null, Wear, null, null, drop]
item=Key print, id=2423, option=[null, null, null, null, drop]
item=Paste, id=2424, option=[null, null, null, null, drop]
item=Orbital knife, id=2425, option=[Wear, null, null, null, drop]
item=Burnt oomlie, id=2426, option=[null, null, null, null, drop]
item=Burnt oomlie, id=2427, option=[null, null, null, null, drop]
item=Attack potion(4), id=2428, option=[Drink, null, null, Empty, drop]
item=Attack potion(4), id=2429, option=[null, null, null, null, drop]
item=Restore potion(4), id=2430, option=[Drink, null, null, Empty, drop]
item=Restore potion(4), id=2431, option=[null, null, null, null, drop]
item=Defence potion(4), id=2432, option=[Drink, null, null, Empty, drop]
item=Defence potion(4), id=2433, option=[null, null, null, null, drop]
item=Prayer potion(4), id=2434, option=[Drink, null, null, Empty, drop]
item=Prayer potion(4), id=2435, option=[null, null, null, null, drop]
item=Super attack(4), id=2436, option=[Drink, null, null, Empty, drop]
item=Super attack(4), id=2437, option=[null, null, null, null, drop]
item=Fishing potion(4), id=2438, option=[Drink, null, null, Empty, drop]
item=Fishing potion(4), id=2439, option=[null, null, null, null, drop]
item=Super strength(4), id=2440, option=[Drink, null, null, Empty, drop]
item=Super strength(4), id=2441, option=[null, null, null, null, drop]
item=Super defence(4), id=2442, option=[Drink, null, null, Empty, drop]
item=Super defence(4), id=2443, option=[null, null, null, null, drop]
item=Ranging potion(4), id=2444, option=[Drink, null, null, Empty, drop]
item=Ranging potion(4), id=2445, option=[null, null, null, null, drop]
item=Antipoison(4), id=2446, option=[Drink, null, null, Empty, drop]
item=Antipoison(4), id=2447, option=[null, null, null, null, drop]
item=Super antipoison(4), id=2448, option=[Drink, null, null, Empty, drop]
item=Super antipoison(4), id=2449, option=[null, null, null, null, drop]
item=Zamorak brew(4), id=2450, option=[Drink, null, null, Empty, drop]
item=Zamorak brew(4), id=2451, option=[null, null, null, null, drop]
item=Antifire potion(4), id=2452, option=[Drink, null, null, Empty, drop]
item=Antifire potion(4), id=2453, option=[null, null, null, null, drop]
item=Antifire potion(3), id=2454, option=[Drink, null, null, Empty, drop]
item=Antifire potion(3), id=2455, option=[null, null, null, null, drop]
item=Antifire potion(2), id=2456, option=[Drink, null, null, Empty, drop]
item=Antifire potion(2), id=2457, option=[null, null, null, null, drop]
item=Antifire potion(1), id=2458, option=[Drink, null, null, Empty, drop]
item=Antifire potion(1), id=2459, option=[null, null, null, null, drop]
item=Flowers, id=2460, option=[null, Wield, null, null, drop]
item=Flowers, id=2461, option=[null, null, null, null, drop]
item=Flowers, id=2462, option=[null, Wield, null, null, drop]
item=Flowers, id=2463, option=[null, null, null, null, drop]
item=Flowers, id=2464, option=[null, Wield, null, null, drop]
item=Flowers, id=2465, option=[null, null, null, null, drop]
item=Flowers, id=2466, option=[null, Wield, null, null, drop]
item=Flowers, id=2467, option=[null, null, null, null, drop]
item=Flowers, id=2468, option=[null, Wield, null, null, drop]
item=Flowers, id=2469, option=[null, null, null, null, drop]
item=Flowers, id=2470, option=[null, Wield, null, null, drop]
item=Flowers, id=2471, option=[null, null, null, null, drop]
item=Flowers, id=2472, option=[null, Wield, null, null, drop]
item=Flowers, id=2473, option=[null, null, null, null, drop]
item=Flowers, id=2474, option=[null, Wield, null, null, drop]
item=Flowers, id=2475, option=[null, null, null, null, drop]
item=Flowers, id=2476, option=[null, Wield, null, null, drop]
item=Flowers, id=2477, option=[null, null, null, null, drop]
item=Whoopsie, id=2478, option=[null, null, null, null, drop]
item=Whoopsie, id=2479, option=[null, null, null, null, drop]
item=Firestarter, id=2480, option=[Wear, null, null, null, drop]
item=Clean lantadyme, id=2481, option=[null, null, null, null, drop]
item=Clean lantadyme, id=2482, option=[null, null, null, null, drop]
item=Lantadyme potion(unf), id=2483, option=[null, null, null, Empty, drop]
item=Lantadyme potion(unf), id=2484, option=[null, null, null, null, drop]
item=Grimy lantadyme, id=2485, option=[Clean, null, null, null, drop]
item=Grimy lantadyme, id=2486, option=[null, null, null, null, drop]
item=Blue d'hide vamb, id=2487, option=[null, Wear, null, null, drop]
item=Blue d'hide vamb, id=2488, option=[null, null, null, null, drop]
item=Red d'hide vamb, id=2489, option=[null, Wear, null, null, drop]
item=Red d'hide vamb, id=2490, option=[null, null, null, null, drop]
item=Black d'hide vamb, id=2491, option=[null, Wear, null, null, drop]
item=Black d'hide vamb, id=2492, option=[null, null, null, null, drop]
item=Blue d'hide chaps, id=2493, option=[null, Wear, null, null, drop]
item=Blue d'hide chaps, id=2494, option=[null, null, null, null, drop]
item=Red d'hide chaps, id=2495, option=[null, Wear, null, null, drop]
item=Red d'hide chaps, id=2496, option=[null, null, null, null, drop]
item=Black d'hide chaps, id=2497, option=[null, Wear, null, null, drop]
item=Black d'hide chaps, id=2498, option=[null, null, null, null, drop]
item=Blue d'hide body, id=2499, option=[null, Wear, null, null, drop]
item=Blue d'hide body, id=2500, option=[null, null, null, null, drop]
item=Red d'hide body, id=2501, option=[null, Wear, null, null, drop]
item=Red d'hide body, id=2502, option=[null, null, null, null, drop]
item=Black d'hide body, id=2503, option=[null, Wear, null, null, drop]
item=Black d'hide body, id=2504, option=[null, null, null, null, drop]
item=Blue d-leather, id=2505, option=[null, null, null, null, drop]
item=Blue d-leather, id=2506, option=[null, null, null, null, drop]
item=Red dragon leather, id=2507, option=[null, null, null, null, drop]
item=Red dragon leather, id=2508, option=[null, null, null, null, drop]
item=Black d-leather, id=2509, option=[null, null, null, null, drop]
item=Black d-leather, id=2510, option=[null, null, null, null, drop]
item=Logs, id=2511, option=[null, null, null, null, drop]
item=Box of delights, id=2512, option=[Wear, null, null, null, drop]
item=Dragon chainbody, id=2513, option=[Wear, null, null, null, drop]
item=Raw shrimps, id=2514, option=[null, null, null, null, drop]
item=Raw shrimps, id=2515, option=[null, null, null, null, drop]
item=Pot of flour, id=2516, option=[null, null, null, null, drop]
item=Pot of flour, id=2517, option=[null, null, null, null, drop]
item=Rotten tomato, id=2518, option=[null, null, null, null, drop]
item=Rotten tomato, id=2519, option=[null, null, null, null, drop]
item=Toy horsey, id=2520, option=[Play-with, null, null, null, drop]
item=Toy horsey, id=2521, option=[null, null, null, null, drop]
item=Toy horsey, id=2522, option=[Play-with, null, null, null, drop]
item=Toy horsey, id=2523, option=[null, null, null, null, drop]
item=Toy horsey, id=2524, option=[Play-with, null, null, null, drop]
item=Toy horsey, id=2525, option=[null, null, null, null, drop]
item=Toy horsey, id=2526, option=[Play-with, null, null, null, drop]
item=Toy horsey, id=2527, option=[null, null, null, null, drop]
item=Lamp, id=2528, option=[Rub, null, null, null, drop]
item=Orb of light, id=2529, option=[null, null, null, null, drop]
item=Bones, id=2530, option=[Bury, null, null, null, drop]
item=Bones, id=2531, option=[null, null, null, null, drop]
item=Iron fire arrows, id=2532, option=[null, Wield, null, null, drop]
item=Iron fire arrows, id=2533, option=[null, Wield, null, null, drop]
item=Steel fire arrows, id=2534, option=[null, Wield, null, null, drop]
item=Steel fire arrows, id=2535, option=[null, Wield, null, null, drop]
item=Mithril fire arrows, id=2536, option=[null, Wield, null, null, drop]
item=Mithril fire arrows, id=2537, option=[null, Wield, null, null, drop]
item=Addy fire arrows, id=2538, option=[null, Wield, null, null, drop]
item=Addy fire arrows, id=2539, option=[null, Wield, null, null, drop]
item=Rune fire arrows, id=2540, option=[null, Wield, null, null, drop]
item=Rune fire arrows, id=2541, option=[null, Wield, null, null, drop]
item=null, id=2542, option=[null, null, null, null, drop]
item=null, id=2543, option=[null, null, null, null, drop]
item=null, id=2544, option=[null, null, null, null, drop]
item=null, id=2545, option=[null, null, null, null, drop]
item=null, id=2546, option=[null, null, null, null, drop]
item=null, id=2547, option=[null, null, null, null, drop]
item=null, id=2548, option=[null, null, null, null, drop]
item=null, id=2549, option=[null, null, null, null, drop]
item=Ring of recoil, id=2550, option=[null, Wear, null, null, drop]
item=Ring of recoil, id=2551, option=[null, null, null, null, drop]
item=Ring of duelling(8), id=2552, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(8), id=2553, option=[null, null, null, null, drop]
item=Ring of duelling(7), id=2554, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(7), id=2555, option=[null, null, null, null, drop]
item=Ring of duelling(6), id=2556, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(6), id=2557, option=[null, null, null, null, drop]
item=Ring of duelling(5), id=2558, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(5), id=2559, option=[null, null, null, null, drop]
item=Ring of duelling(4), id=2560, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(4), id=2561, option=[null, null, null, null, drop]
item=Ring of duelling(3), id=2562, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(3), id=2563, option=[null, null, null, null, drop]
item=Ring of duelling(2), id=2564, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(2), id=2565, option=[null, null, null, null, drop]
item=Ring of duelling(1), id=2566, option=[null, Wear, null, Rub, drop]
item=Ring of duelling(1), id=2567, option=[null, null, null, null, drop]
item=Ring of forging, id=2568, option=[null, Wear, null, null, drop]
item=Ring of forging, id=2569, option=[null, null, null, null, drop]
item=Ring of life, id=2570, option=[null, Wear, null, null, drop]
item=Ring of life, id=2571, option=[null, null, null, null, drop]
item=Ring of wealth, id=2572, option=[null, Wear, null, null, drop]
item=Ring of wealth, id=2573, option=[null, null, null, null, drop]
item=Sextant, id=2574, option=[Look through, null, null, null, drop]
item=Watch, id=2575, option=[null, null, null, null, drop]
item=Chart, id=2576, option=[null, null, null, null, drop]
item=Ranger boots, id=2577, option=[null, Wear, null, null, drop]
item=Ranger boots, id=2578, option=[null, null, null, null, drop]
item=Wizard boots, id=2579, option=[null, Wear, null, null, drop]
item=Wizard boots, id=2580, option=[null, null, null, null, drop]
item=Robin hood hat, id=2581, option=[null, Wear, null, null, drop]
item=Robin hood hat, id=2582, option=[null, null, null, null, drop]
item=Black platebody (t), id=2583, option=[null, Wear, null, null, drop]
item=Black platebody (t), id=2584, option=[null, null, null, null, drop]
item=Black platelegs (t), id=2585, option=[null, Wear, null, null, drop]
item=Black platelegs (t), id=2586, option=[null, null, null, null, drop]
item=Black full helm(t), id=2587, option=[null, Wear, null, null, drop]
item=Black full helm(t), id=2588, option=[null, null, null, null, drop]
item=Black kiteshield (t), id=2589, option=[null, Wear, null, null, drop]
item=Black kiteshield (t), id=2590, option=[null, null, null, null, drop]
item=Black platebody (g), id=2591, option=[null, Wear, null, null, drop]
item=Black platebody (g), id=2592, option=[null, null, null, null, drop]
item=Black platelegs (g), id=2593, option=[null, Wear, null, null, drop]
item=Black platelegs (g), id=2594, option=[null, null, null, null, drop]
item=Black full helm(g), id=2595, option=[null, Wear, null, null, drop]
item=Black full helm(g), id=2596, option=[null, null, null, null, drop]
item=Black kiteshield (g), id=2597, option=[null, Wear, null, null, drop]
item=Black kiteshield (g), id=2598, option=[null, null, null, null, drop]
item=Adam platebody (t), id=2599, option=[null, Wear, null, null, drop]
item=Adam platebody (t), id=2600, option=[null, null, null, null, drop]
item=Adam platelegs (t), id=2601, option=[null, Wear, null, null, drop]
item=Adam platelegs (t), id=2602, option=[null, null, null, null, drop]
item=Adam kiteshield (t), id=2603, option=[null, Wear, null, null, drop]
item=Adam kiteshield (t), id=2604, option=[null, null, null, null, drop]
item=Adam full helm(t), id=2605, option=[null, Wear, null, null, drop]
item=Adam full helm(t), id=2606, option=[null, null, null, null, drop]
item=Adam platebody (g), id=2607, option=[null, Wear, null, null, drop]
item=Adam platebody (g), id=2608, option=[null, null, null, null, drop]
item=Adam platelegs (g), id=2609, option=[null, Wear, null, null, drop]
item=Adam platelegs (g), id=2610, option=[null, null, null, null, drop]
item=Adam kiteshield (g), id=2611, option=[null, Wear, null, null, drop]
item=Adam kiteshield (g), id=2612, option=[null, null, null, null, drop]
item=Adam full helm(g), id=2613, option=[null, Wear, null, null, drop]
item=Adam full helm(g), id=2614, option=[null, null, null, null, drop]
item=Rune platebody (g), id=2615, option=[null, Wear, null, null, drop]
item=Rune platebody (g), id=2616, option=[null, null, null, null, drop]
item=Rune platelegs (g), id=2617, option=[null, Wear, null, null, drop]
item=Rune platelegs (g), id=2618, option=[null, null, null, null, drop]
item=Rune full helm(g), id=2619, option=[null, Wear, null, null, drop]
item=Rune full helm(g), id=2620, option=[null, null, null, null, drop]
item=Rune kiteshield (g), id=2621, option=[null, Wear, null, null, drop]
item=Rune kiteshield (g), id=2622, option=[null, null, null, null, drop]
item=Rune platebody (t), id=2623, option=[null, Wear, null, null, drop]
item=Rune platebody (t), id=2624, option=[null, null, null, null, drop]
item=Rune platelegs (t), id=2625, option=[null, Wear, null, null, drop]
item=Rune platelegs (t), id=2626, option=[null, null, null, null, drop]
item=Rune full helm (t), id=2627, option=[null, Wear, null, null, drop]
item=Rune full helm (t), id=2628, option=[null, null, null, null, drop]
item=Rune kiteshield (t), id=2629, option=[null, Wear, null, null, drop]
item=Rune kiteshield (t), id=2630, option=[null, null, null, null, drop]
item=Highwayman mask, id=2631, option=[null, Wear, null, null, drop]
item=Highwayman mask, id=2632, option=[null, null, null, null, drop]
item=Blue beret, id=2633, option=[null, Wear, null, null, drop]
item=Blue beret, id=2634, option=[null, null, null, null, drop]
item=Black beret, id=2635, option=[null, Wear, null, null, drop]
item=Black beret, id=2636, option=[null, null, null, null, drop]
item=White beret, id=2637, option=[null, Wear, null, null, drop]
item=White beret, id=2638, option=[null, null, null, null, drop]
item=Tan cavalier, id=2639, option=[null, Wear, null, null, drop]
item=Tan cavalier, id=2640, option=[null, null, null, null, drop]
item=Dark cavalier, id=2641, option=[null, Wear, null, null, drop]
item=Dark cavalier, id=2642, option=[null, null, null, null, drop]
item=Black cavalier, id=2643, option=[null, Wear, null, null, drop]
item=Black cavalier, id=2644, option=[null, null, null, null, drop]
item=Red headband, id=2645, option=[null, Wear, null, null, drop]
item=Red headband, id=2646, option=[null, null, null, null, drop]
item=Black headband, id=2647, option=[null, Wear, null, null, drop]
item=Black headband, id=2648, option=[null, null, null, null, drop]
item=Brown headband, id=2649, option=[null, Wear, null, null, drop]
item=Brown headband, id=2650, option=[null, null, null, null, drop]
item=Pirate's hat, id=2651, option=[null, Wear, null, null, drop]
item=Pirate's hat, id=2652, option=[null, null, null, null, drop]
item=Zamorak platebody, id=2653, option=[null, Wear, null, null, drop]
item=Zamorak platebody, id=2654, option=[null, null, null, null, drop]
item=Zamorak platelegs, id=2655, option=[null, Wear, null, null, drop]
item=Zamorak platelegs, id=2656, option=[null, null, null, null, drop]
item=Zamorak full helm, id=2657, option=[null, Wear, null, null, drop]
item=Zamorak full helm, id=2658, option=[null, null, null, null, drop]
item=Zamorak kiteshield, id=2659, option=[null, Wear, null, null, drop]
item=Zamorak kiteshield, id=2660, option=[null, null, null, null, drop]
item=Saradomin plate, id=2661, option=[null, Wear, null, null, drop]
item=Saradomin plate, id=2662, option=[null, null, null, null, drop]
item=Saradomin legs, id=2663, option=[null, Wear, null, null, drop]
item=Saradomin legs, id=2664, option=[null, null, null, null, drop]
item=Saradomin full helm, id=2665, option=[null, Wear, null, null, drop]
item=Saradomin full helm, id=2666, option=[null, null, null, null, drop]
item=Saradomin kite, id=2667, option=[null, Wear, null, null, drop]
item=Saradomin kite, id=2668, option=[null, null, null, null, drop]
item=Guthix platebody, id=2669, option=[null, Wear, null, null, drop]
item=Guthix platebody, id=2670, option=[null, null, null, null, drop]
item=Guthix platelegs, id=2671, option=[null, Wear, null, null, drop]
item=Guthix platelegs, id=2672, option=[null, null, null, null, drop]
item=Guthix full helm, id=2673, option=[null, Wear, null, null, drop]
item=Guthix full helm, id=2674, option=[null, null, null, null, drop]
item=Guthix kiteshield, id=2675, option=[null, Wear, null, null, drop]
item=Guthix kiteshield, id=2676, option=[null, null, null, null, drop]
item=Clue scroll, id=2677, option=[Read, null, null, null, drop]
item=Clue scroll, id=2678, option=[Read, null, null, null, drop]
item=Clue scroll, id=2679, option=[Read, null, null, null, drop]
item=Clue scroll, id=2680, option=[Read, null, null, null, drop]
item=Clue scroll, id=2681, option=[Read, null, null, null, drop]
item=Clue scroll, id=2682, option=[Read, null, null, null, drop]
item=Clue scroll, id=2683, option=[Read, null, null, null, drop]
item=Clue scroll, id=2684, option=[Read, null, null, null, drop]
item=Clue scroll, id=2685, option=[Read, null, null, null, drop]
item=Clue scroll, id=2686, option=[Read, null, null, null, drop]
item=Clue scroll, id=2687, option=[Read, null, null, null, drop]
item=Clue scroll, id=2688, option=[Read, null, null, null, drop]
item=Clue scroll, id=2689, option=[Read, null, null, null, drop]
item=Clue scroll, id=2690, option=[Read, null, null, null, drop]
item=Clue scroll, id=2691, option=[Read, null, null, null, drop]
item=Clue scroll, id=2692, option=[Read, null, null, null, drop]
item=Clue scroll, id=2693, option=[Read, null, null, null, drop]
item=Clue scroll, id=2694, option=[Read, null, null, null, drop]
item=Clue scroll, id=2695, option=[Read, null, null, null, drop]
item=Clue scroll, id=2696, option=[Read, null, null, null, drop]
item=Clue scroll, id=2697, option=[Read, null, null, null, drop]
item=Clue scroll, id=2698, option=[Read, null, null, null, drop]
