NPC id=0, name=Hans, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1573, name=Polmafi Ferdygris, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1574, name=Ivan Strom, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1575, name=Skeleton Hellhound, level=97, option=[null, Attack, null, null, null], anims=[6580, 6577].
NPC id=1576, name=Stranger, level=0, option=[Talk-to, null, null, null, null], anims=[-1, -1].
NPC id=1577, name=Vanstrom Klause, level=0, option=[Talk-to, null, null, null, null], anims=[-1, -1].
NPC id=1578, name=Mist, level=0, option=[null, null, null, null, null], anims=[1261, 1261].
NPC id=1579, name=Vanstrom Klause, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1580, name=Vanstrom Klause, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1581, name=Vanstrom Klause, level=0, option=[Talk-to, null, null, null, null], anims=[1501, 1501].
NPC id=1582, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4662, 4660].
NPC id=1583, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4663, 4661].
NPC id=1584, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4663, 4661].
NPC id=1585, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4663, 4661].
NPC id=1586, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4663, 4661].
NPC id=1587, name=Moss giant, level=42, option=[null, Attack, null, null, null], anims=[4656, 4654].
NPC id=1588, name=Moss giant, level=42, option=[null, Attack, null, null, null], anims=[4656, 4654].
NPC id=1589, name=Baby red dragon, level=48, option=[null, Attack, null, null, null], anims=[27, 21].
NPC id=1590, name=Bronze dragon, level=131, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=1591, name=Iron dragon, level=189, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=1592, name=Steel dragon, level=246, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=1593, name=Wild dog, level=63, option=[null, Attack, null, null, null], anims=[6561, 6560].
NPC id=1594, name=Wild dog, level=63, option=[null, Attack, null, null, null], anims=[6561, 6560].
NPC id=1595, name=Saniboch, level=0, option=[Talk-to, null, Pay, null, null], anims=[808, -1].
NPC id=1596, name=Mazchna, level=0, option=[Talk-to, null, null, Trade, null], anims=[808, -1].
NPC id=1597, name=Vannaka, level=0, option=[Talk-to, null, null, Trade, null], anims=[2561, -1].
NPC id=1598, name=Chaeldar, level=0, option=[Talk-to, null, null, Trade, null], anims=[112, 106].
NPC id=1599, name=Duradel, level=0, option=[Talk-to, null, null, Trade, null], anims=[808, -1].
NPC id=1600, name=Cave crawler, level=23, option=[null, Attack, null, null, null], anims=[226, 225].
NPC id=1601, name=Cave crawler, level=23, option=[null, Attack, null, null, null], anims=[226, 225].
NPC id=1602, name=Cave crawler, level=23, option=[null, Attack, null, null, null], anims=[226, 225].
NPC id=1603, name=Cave crawler, level=23, option=[null, Attack, null, null, null], anims=[226, 225].
NPC id=1604, name=Aberrant spectre, level=96, option=[null, Attack, null, null, null], anims=[1506, 1505].
NPC id=1605, name=Aberrant spectre, level=96, option=[null, Attack, null, null, null], anims=[1506, 1505].
NPC id=1606, name=Aberrant spectre, level=96, option=[null, Attack, null, null, null], anims=[1506, 1505].
NPC id=1607, name=Aberrant spectre, level=96, option=[null, Attack, null, null, null], anims=[1506, 1505].
NPC id=1608, name=Kurask, level=106, option=[null, Attack, null, null, null], anims=[1511, 1510].
NPC id=1609, name=Kurask, level=106, option=[null, Attack, null, null, null], anims=[1511, 1510].
NPC id=1610, name=Gargoyle, level=111, option=[null, Attack, null, null, null], anims=[1516, 1515].
NPC id=1611, name=Gargoyle, level=111, option=[null, Attack, null, null, null], anims=[-1, -1].
NPC id=1612, name=Banshee, level=23, option=[null, Attack, null, null, null], anims=[1522, 1521].
NPC id=1613, name=Nechryael, level=115, option=[null, Attack, null, null, null], anims=[1527, 1526].
NPC id=1614, name=Death spawn, level=46, option=[null, Attack, null, null, null], anims=[1539, 1539].
NPC id=1615, name=Abyssal demon, level=124, option=[null, Attack, null, null, null], anims=[1536, 1534].
NPC id=1616, name=Basilisk, level=61, option=[null, Attack, null, null, null], anims=[1545, 1544].
NPC id=1617, name=Basilisk, level=61, option=[null, Attack, null, null, null], anims=[1545, 1544].
NPC id=1618, name=Bloodveld, level=76, option=[null, Attack, null, null, null], anims=[1551, 1549].
NPC id=1619, name=Bloodveld, level=76, option=[null, Attack, null, null, null], anims=[1551, 1549].
NPC id=1620, name=Cockatrice, level=37, option=[null, Attack, null, null, null], anims=[1561, 1559].
NPC id=1621, name=Cockatrice, level=37, option=[null, Attack, null, null, null], anims=[1561, 1559].
NPC id=1622, name=Rockslug, level=29, option=[null, Attack, null, null, null], anims=[1566, 1564].
NPC id=1623, name=Rockslug, level=29, option=[null, Attack, null, null, null], anims=[1566, 1564].
NPC id=1624, name=Dust devil, level=93, option=[null, Attack, null, null, null], anims=[1556, 1554].
NPC id=1625, name=Smokedevil, level=93, option=[null, Attack, null, null, null], anims=[1556, 1554].
NPC id=1626, name=Turoth, level=86, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1627, name=Turoth, level=89, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1628, name=Turoth, level=87, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1629, name=Turoth, level=85, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1630, name=Turoth, level=83, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1631, name=Turoth, level=88, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1632, name=Turoth, level=88, option=[null, Attack, null, null, null], anims=[1594, 1593].
NPC id=1633, name=Pyrefiend, level=43, option=[null, Attack, null, null, null], anims=[1578, 1579].
NPC id=1634, name=Pyrefiend, level=43, option=[null, Attack, null, null, null], anims=[1578, 1579].
NPC id=1635, name=Pyrefiend, level=43, option=[null, Attack, null, null, null], anims=[1578, 1579].
NPC id=1636, name=Pyrefiend, level=43, option=[null, Attack, null, null, null], anims=[1578, 1579].
NPC id=1637, name=Jelly, level=78, option=[null, Attack, null, null, null], anims=[1583, 1584].
NPC id=1638, name=Jelly, level=78, option=[null, Attack, null, null, null], anims=[1583, 1584].
NPC id=1639, name=Jelly, level=78, option=[null, Attack, null, null, null], anims=[1583, 1584].
NPC id=1640, name=Jelly, level=78, option=[null, Attack, null, null, null], anims=[1583, 1584].
NPC id=1641, name=Jelly, level=78, option=[null, Attack, null, null, null], anims=[1583, 1584].
NPC id=1642, name=Jelly, level=78, option=[null, Attack, null, null, null], anims=[1583, 1584].
NPC id=1643, name=Infernal Mage, level=66, option=[null, Attack, null, null, null], anims=[813, -1].
NPC id=1644, name=Infernal Mage, level=66, option=[null, Attack, null, null, null], anims=[813, -1].
NPC id=1645, name=Infernal Mage, level=66, option=[null, Attack, null, null, null], anims=[813, -1].
NPC id=1646, name=Infernal Mage, level=66, option=[null, Attack, null, null, null], anims=[813, -1].
NPC id=1647, name=Infernal Mage, level=66, option=[null, Attack, null, null, null], anims=[813, -1].
NPC id=1648, name=Crawling Hand, level=8, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1649, name=Crawling Hand, level=8, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1650, name=Crawling Hand, level=7, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1651, name=Crawling Hand, level=8, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1652, name=Crawling Hand, level=8, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1653, name=Crawling Hand, level=12, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1654, name=Crawling Hand, level=12, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1655, name=Crawling Hand, level=11, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1656, name=Crawling Hand, level=12, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1657, name=Crawling Hand, level=12, option=[null, Attack, null, null, null], anims=[1588, 1589].
NPC id=1658, name=Robe Store owner, level=0, option=[Talk-to, null, Trade, null, null], anims=[808, -1].
NPC id=1659, name=Skullball, level=0, option=[Tap, null, Kick, Shoot, Show-Goal], anims=[1607, 1608].
NPC id=1660, name=Skullball Boss, level=0, option=[Talk-To, null, null, null, null], anims=[6539, 6541].
NPC id=1661, name=Agility Boss, level=0, option=[Talk-To, null, null, null, null], anims=[6539, 6548].
NPC id=1662, name=Skullball Trainer, level=0, option=[Talk-To, null, null, null, null], anims=[6539, 6541].
NPC id=1663, name=Agility Trainer, level=0, option=[null, null, null, null, null], anims=[6539, 6541].
NPC id=1664, name=Agility Trainer, level=0, option=[Give-Stick, null, null, null, null], anims=[6539, 6541].
NPC id=1665, name=Werewolf, level=0, option=[Talk-To, null, null, null, null], anims=[6539, 6541].
NPC id=1666, name=null, level=1, option=[null, null, null, null, null], anims=[808, -1].
NPC (wrapper) id=1667, child npcs=[1675, -1].
NPC (wrapper) id=1668, child npcs=[1670, 1670, 1670, 1670, 1670, 1670, 1670, 1670, -1].
NPC id=1669, name=null, level=1, option=[null, null, null, null, null], anims=[808, -1].
NPC id=1670, name=Dr Fenkenstrain, level=0, option=[Talk-to, null, Pickpocket, null, null], anims=[-1, -1].
NPC (wrapper) id=1671, child npcs=[1673, 1673, 1673, 1673, 1673, 1673, 1673, 1673, -1].
NPC id=1672, name=null, level=1, option=[null, null, null, null, null], anims=[1623, 1622].
NPC id=1673, name=Fenkenstrain's Monster, level=0, option=[Talk-to, null, null, null, null], anims=[-1, -1].
NPC id=1674, name=Lord Rologarth, level=0, option=[Talk-to, null, null, null, null], anims=[-1, -1].
NPC id=1675, name=Gardener Ghost, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1676, name=Experiment, level=51, option=[null, Attack, null, null, null], anims=[1625, 1624].
NPC id=1677, name=Experiment, level=25, option=[null, Attack, null, null, null], anims=[1614, 1615].
NPC id=1678, name=Experiment, level=25, option=[null, Attack, null, null, null], anims=[1609, 1610].
NPC id=1679, name=Eluned, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1680, name=Islwyn, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1681, name=Moss giant, level=84, option=[null, Attack, null, null, null], anims=[4656, 4654].
NPC id=1682, name=Golrie, level=0, option=[Talk-to, null, null, null, null], anims=[195, 189].
NPC id=1683, name=Velorina, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1684, name=Necrovarus, level=0, option=[Talk-To, null, null, null, null], anims=[813, -1].
NPC id=1685, name=Gravingas, level=0, option=[Talk-To, null, null, null, null], anims=[1421, -1].
NPC id=1686, name=Ghost disciple, level=0, option=[Talk-To, null, null, null, null], anims=[813, -1].
NPC id=1687, name=null, level=1, option=[null, null, null, null, null], anims=[808, -1].
NPC id=1688, name=Ak-Haranu, level=0, option=[Talk-To, null, Trade, null, null], anims=[-1, -1].
NPC id=1689, name=null, level=0, option=[null, null, null, null, null], anims=[1644, 1645].
NPC id=1690, name=null, level=0, option=[null, null, null, null, null], anims=[1646, 1647].
NPC id=1691, name=Undead cow, level=2, option=[null, Attack, null, null, null], anims=[5852, 5848].
NPC id=1692, name=Undead chicken, level=1, option=[null, Attack, null, null, null], anims=[5386, 5385].
NPC id=1693, name=Giant lobster, level=32, option=[null, Attack, null, null, null], anims=[6263, 6264].
NPC id=1694, name=Robin, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1695, name=Old crone, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1696, name=Old man, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1697, name=Ghost villager, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1698, name=Tortured soul, level=59, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=1699, name=Ghost shopkeeper, level=0, option=[Talk-To, null, Trade, null, null], anims=[808, -1].
NPC id=1700, name=Ghost innkeeper, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1701, name=Ghost farmer, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1702, name=Ghost banker, level=0, option=[Talk-to, null, Bank, Collect, null], anims=[808, 808].
NPC id=1703, name=Ghost sailor, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1704, name=Ghost captain, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1705, name=Ghost captain, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1706, name=Ghost guard, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=1707, name=Ghost (?), level=1, option=[null, null, null, null, null], anims=[1639, 1640].
NPC id=1708, name=Ghost (?), level=1, option=[null, null, null, null, null], anims=[1639, 1640].
NPC id=1709, name=Johanhus Ulsbrecht, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1710, name=H.A.M. Guard, level=12, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1711, name=H.A.M. Guard, level=18, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1712, name=H.A.M. Guard, level=22, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1713, name=H.A.M. Deacon, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=1714, name=H.A.M. Member, level=0, option=[Talk-to, null, Pickpocket, null, null], anims=[808, -1].
NPC id=1715, name=H.A.M. Member, level=0, option=[Talk-to, null, Pickpocket, null, null], anims=[808, -1].
NPC id=1716, name=H.A.M. Member, level=0, option=[Talk-to, null, null, null, null], anims=[1144, -1].
NPC id=1717, name=H.A.M. Member, level=0, option=[Talk-to, null, null, null, null], anims=[1673, -1].
NPC id=1718, name=Jimmy the Chisel, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1719, name=Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1720, name=Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1721, name=Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1722, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1723, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1724, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5751, 5751].
NPC id=1725, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1726, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1727, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1728, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1729, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1730, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1731, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1732, name=null, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1733, name=Dramen tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1734, name=Magic tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1735, name=Maple tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1736, name=Willow, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1737, name=Willow, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1738, name=Willow, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1739, name=Oak, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1740, name=Yew, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1741, name=Evergreen, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1742, name=Evergreen, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1743, name=Evergreen, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1744, name=Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1745, name=Dead tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5751, 5751].
NPC id=1746, name=Achey Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1747, name=Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1748, name=Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5750, 5750].
NPC id=1749, name=Hollow tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5751, 5751].
NPC id=1750, name=Hollow tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5751, 5751].
NPC id=1751, name=Terrorbird, level=28, option=[null, Attack, null, null, null], anims=[1008, 1007].
NPC id=1752, name=Mounted terrorbird gnome, level=31, option=[null, Attack, null, null, null], anims=[6793, 6796].
NPC id=1753, name=Mounted terrorbird gnome, level=49, option=[null, Attack, null, null, null], anims=[6793, 6796].
NPC id=1754, name=Crow, level=0, option=[null, null, null, null, null], anims=[6785, 6784].
NPC id=1755, name=Crow, level=0, option=[null, null, null, null, null], anims=[6786, 6784].
NPC id=1756, name=Crow, level=0, option=[null, null, null, null, null], anims=[6787, 6784].
NPC id=1757, name=Farmer, level=7, option=[null, Attack, Pickpocket, null, null], anims=[808, -1].
NPC id=1758, name=Farmer, level=7, option=[null, Attack, Pickpocket, null, null], anims=[808, -1].
NPC id=1759, name=Farmer, level=0, option=[null, null, null, null, null], anims=[1728, -1].
NPC id=1760, name=Farmer, level=0, option=[null, null, null, null, null], anims=[1728, -1].
NPC id=1761, name=Farmer, level=0, option=[null, null, null, null, null], anims=[1728, -1].
NPC id=1762, name=Sheep, level=0, option=[null, null, null, null, null], anims=[5339, 5340].
NPC id=1763, name=Sheep, level=0, option=[Shear, null, null, null, null], anims=[5335, 5334].
NPC id=1764, name=Sheep, level=0, option=[null, null, null, null, null], anims=[5339, 5340].
NPC id=1765, name=Sheep, level=0, option=[Shear, null, null, null, null], anims=[5335, 5334].
NPC id=1766, name=Cow calf, level=2, option=[null, Attack, null, null, null], anims=[5852, 5856].
NPC id=1767, name=Cow, level=2, option=[null, Attack, null, null, null], anims=[5852, 5848].
NPC id=1768, name=Cow calf, level=2, option=[null, Attack, null, null, null], anims=[5852, 5856].
NPC id=1769, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1770, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1771, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1772, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1773, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1774, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1775, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1776, name=Goblin, level=2, option=[null, Attack, null, null, null], anims=[6181, 6180].
NPC id=1777, name=Ilfeen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1778, name=William, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1779, name=Ian, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1780, name=Larry, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1781, name=Darren, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1782, name=Edward, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1783, name=Richard, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1784, name=Neil, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1785, name=Edmond, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1786, name=Simon, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1787, name=Sam, level=0, option=[Talk-to, null, Trade, null, null], anims=[1740, 1739].
NPC id=1788, name=Lumdo, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=1789, name=Bunkwicket, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=1790, name=Waymottin, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=1791, name=Jungle Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5751, 5751].
NPC id=1792, name=Jungle Tree, level=0, option=[Chop down, null, hidden, null, null], anims=[5751, 5751].
NPC id=1793, name=Tassie Slipcast, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1794, name=Hammerspike Stoutbeard, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1795, name=Dwarf gang member, level=44, option=[Talk-to, Attack, null, null, null], anims=[101, 98].
NPC id=1796, name=Dwarf gang member, level=48, option=[Talk-to, Attack, null, null, null], anims=[101, 98].
NPC id=1797, name=Dwarf gang member, level=49, option=[Talk-to, Attack, null, null, null], anims=[101, 98].
NPC id=1798, name=Phantuwti Fanstuwi Farsight, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1799, name=Tindel Marchant, level=0, option=[Talk-to, null, Give-Sword, null, null], anims=[808, -1].
NPC id=1800, name=Gnormadium Avlafrim, level=0, option=[Talk-to, null, null, null, null], anims=[195, 189].
NPC id=1801, name=Petra Fiyed, level=1, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1802, name=Slagilith, level=92, option=[null, Attack, null, null, null], anims=[1749, 1748].
NPC id=1803, name=Rock pile, level=0, option=[null, null, null, null, null], anims=[1754, 1754].
NPC id=1804, name=Slagilith, level=0, option=[null, null, null, null, null], anims=[1753, -1].
NPC id=1805, name=Guard, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1806, name=Guard, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1807, name=Hamal the Chieftain, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1808, name=Ragnar, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1809, name=Svidi, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1810, name=Jokul, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC (wrapper) id=1811, child npcs=[1812, -1].
NPC id=1812, name=The Kendal, level=70, option=[Talk-to, Attack, null, null, null], anims=[1756, 1757].
NPC id=1813, name=The Kendal, level=70, option=[null, Attack, null, null, null], anims=[1756, 1757].
NPC id=1814, name=Camp dweller, level=31, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1815, name=Camp dweller, level=31, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1816, name=Camp dweller, level=31, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1817, name=Camp dweller, level=31, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1818, name=Camp dweller, level=25, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=1819, name=Mountain Goat, level=0, option=[null, null, null, null, null], anims=[5339, 5340].
NPC id=1820, name=Mountain Goat, level=0, option=[null, null, null, null, null], anims=[5339, 5340].
NPC id=1821, name=Bald Headed Eagle, level=0, option=[null, null, null, null, null], anims=[1773, 1773].
NPC id=1822, name=Cave goblin, level=3, option=[Talk-to, Attack, null, null, null], anims=[6040, 6041].
NPC id=1823, name=Cave goblin, level=3, option=[Talk-to, Attack, null, null, null], anims=[6040, 6041].
NPC id=1824, name=Cave goblin, level=3, option=[Talk-to, Attack, null, null, null], anims=[6040, 6041].
NPC id=1825, name=Cave goblin, level=3, option=[Talk-to, Attack, null, null, null], anims=[6040, 6041].
NPC id=1826, name=Hole in the wall, level=0, option=[null, null, null, null, null], anims=[1798, -1].
NPC id=1827, name=Wall beast, level=49, option=[null, Attack, null, null, null], anims=[1799, -1].
NPC id=1828, name=Giant frog, level=99, option=[null, Attack, null, null, null], anims=[1796, 1797].
NPC id=1829, name=Big frog, level=24, option=[null, Attack, null, null, null], anims=[1796, 1797].
NPC id=1830, name=Frog, level=0, option=[null, null, null, null, null], anims=[1796, 1797].
NPC id=1831, name=Cave slime, level=23, option=[null, Attack, null, null, null], anims=[1790, 1788].
NPC id=1832, name=Cave bug, level=6, option=[null, Attack, null, null, null], anims=[6078, 6077].
NPC id=1833, name=Cave bug larva, level=0, option=[null, null, null, null, null], anims=[1782, 1781].
NPC id=1834, name=Candle seller, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=1835, name=Easter Bunny, level=0, option=[Talk-to, null, null, null, null], anims=[3852, 3851].
NPC (wrapper) id=1836, child npcs=[1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1837, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1838, -1].
NPC id=1837, name=Dondakan the Dwarf, level=0, option=[Talk-to, null, null, null, null], anims=[-1, -1].
NPC id=1838, name=Dondakan the Dwarf, level=0, option=[Talk-to, null, null, null, null], anims=[-1, -1].
NPC id=1839, name=Dondakan the Dwarf, level=0, option=[null, null, null, null, null], anims=[101, 98].
NPC id=1840, name=Dwarven Engineer, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1841, name=Rolad, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1842, name=Khorvak, a dwarven engineer, level=0, option=[Talk-to, null, null, null, null], anims=[900, 104].
NPC id=1843, name=Dwarven Ferryman, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1844, name=Dwarven Ferryman, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1845, name=null, level=1, option=[null, null, null, null, null], anims=[101, 98].
NPC id=1846, name=Dwarven Boatman, level=0, option=[Talk-to, null, Deliver-gold, null, null], anims=[101, 98].
NPC id=1847, name=Miodvetnir, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1848, name=Dernu, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1849, name=Derni, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=1850, name=Arzinian Avatar of Strength, level=0, option=[null, Attack, null, null, null], anims=[1838, 1839].
NPC id=1851, name=Arzinian Avatar of Strength, level=125, option=[null, Attack, null, null, null], anims=[1838, 1839].
NPC id=1852, name=Arzinian Avatar of Strength, level=75, option=[null, Attack, null, null, null], anims=[1838, 1839].
NPC id=1853, name=Arzinian Avatar of Ranging, level=0, option=[null, Attack, null, null, null], anims=[1838, 1839].
NPC id=1854, name=Arzinian Avatar of Ranging, level=125, option=[null, Attack, null, null, null], anims=[1838, 1839].
